10,12376200
300,1001400
800,997000
3000,997900
4000,48919800
5000,17474600
6000,1001800
7000,1995700
8000,20472000
9000,996400
10000,1995500
11000,2998300
12000,997800
13000,16470100
14000,6982100
15000,2006500
18000,2562100
19000,2991100
20000,1995300
